address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost_two_people,reviews_list,cuisines_count,service_type,city_location
"Address_360, Bangalore",Resto_360,Yes,No,2,1994,080-5760225,Indiranagar,Casual Dining,Steak,South Indian,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_161, Bangalore",Resto_161,Yes,No,3.1,309,080-2562657,Indiranagar,Bakery,Salad,"Continental, Desserts, Italian, South Indian, Thai",3000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_193, Bangalore",Empire Restaurant,No,Yes,4.8,303,080-9098979,JP Nagar,Cafe,Biryani,"Beverages, Chinese, Fast Food, South Indian",3000,Sample Review Text...,4,Cafes,Bengaluru
"Address_491, Bangalore",Empire Restaurant,No,Yes,2.4,39,080-7767404,Marathahalli,Bar,Dosa,"Italian, Mexican, Thai",1500,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_853, Bangalore",Burger King,Yes,No,4.9,2228,080-3763239,Koramangala,Pub,Burgers,Fast Food,200,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_578, Bangalore",Pizza Hut,No,Yes,2.5,376,080-2295356,MG Road,Cafe,Salad,"Mexican, North Indian",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_75, Bangalore",Empire Restaurant,Yes,No,2.2,837,080-9344741,Whitefield,Cafe,Steak,"Continental, Fast Food",1200,Sample Review Text...,2,Dine-out,Bengaluru
"Address_915, Bangalore",McDonald's,Yes,No,4.3,1771,080-2122405,Indiranagar,Bar,Burgers,"Chinese, Continental, Italian, Mexican, South Indian",2000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_771, Bangalore",Pizza Hut,Yes,No,4.1,2753,080-9795303,Jayanagar,Cafe,Pizza,"Continental, North Indian, South Indian, Thai",400,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_539, Bangalore",Pizza Hut,Yes,No,3.9,2094,080-5152322,Jayanagar,Bakery,Pizza,"Mexican, Thai",1500,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_347, Bangalore",Resto_347,Yes,Yes,3.8,1768,080-5056679,Whitefield,Quick Service Restaurant,Burgers,"Chinese, Continental, Fast Food",3000,Sample Review Text...,3,Buffet,Bengaluru
"Address_454, Bangalore",Resto_454,No,Yes,4.7,1512,080-3572022,Indiranagar,Pub,Pizza,"Chinese, Continental, Fast Food, Thai",1000,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_822, Bangalore",Onesta,Yes,No,4,250,080-4176691,Marathahalli,Cafe,Pizza,"Beverages, Chinese, Desserts, North Indian, South Indian",600,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_131, Bangalore",KFC,Yes,No,3.8,161,080-1257256,Indiranagar,Cafe,Burgers,"Beverages, Chinese, Desserts, Italian, South Indian",1000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_178, Bangalore",Resto_178,Yes,Yes,3.5,2870,080-7616116,JP Nagar,Bakery,Pizza,Fast Food,400,Sample Review Text...,1,Buffet,Bengaluru
"Address_668, Bangalore",KFC,No,Yes,4.4,1378,080-7859779,Indiranagar,Fine Dining,Salad,Chinese,1200,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_504, Bangalore",McDonald's,Yes,No,2.6,2695,080-9381494,Whitefield,Fine Dining,Pizza,"Chinese, Desserts, Italian, North Indian, Thai",1000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_787, Bangalore",Resto_787,No,Yes,2.2,260,080-4008839,MG Road,Fine Dining,Pasta,"Fast Food, Italian",3000,Sample Review Text...,2,Delivery,Bengaluru
"Address_818, Bangalore",Resto_818,No,No,2.4,1418,080-8547636,Whitefield,Pub,Pizza,"Continental, Desserts",1000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_231, Bangalore",Pizza Hut,No,Yes,3.9,728,080-8004117,JP Nagar,Fine Dining,Dosa,Thai,2500,Sample Review Text...,1,Cafes,Bengaluru
"Address_405, Bangalore",McDonald's,Yes,No,3.3,2035,080-4789737,Indiranagar,Bar,Pizza,"Beverages, Continental, Italian, North Indian, South Indian",3000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_604, Bangalore",Resto_604,Yes,Yes,2.3,888,080-9079485,Koramangala,Quick Service Restaurant,Burgers,"Chinese, Italian",600,Sample Review Text...,2,Delivery,Bengaluru
"Address_984, Bangalore",Leon Grill,Yes,No,2.5,1611,080-3522295,JP Nagar,Casual Dining,Pizza,"Beverages, Chinese, Desserts",1000,Sample Review Text...,3,Buffet,Bengaluru
"Address_25, Bangalore",Leon Grill,Yes,No,3.1,712,080-6406444,Whitefield,Bakery,Salad,"Beverages, Chinese, Continental, Italian, North Indian",3000,Sample Review Text...,5,Cafes,Bengaluru
"Address_658, Bangalore",McDonald's,No,Yes,2.1,36,080-2334575,Marathahalli,Casual Dining,Dosa,"Beverages, Desserts, Italian",1500,Sample Review Text...,3,Buffet,Bengaluru
"Address_970, Bangalore",Burger King,Yes,Yes,3.6,1778,080-5463386,JP Nagar,Casual Dining,Pizza,"Continental, Desserts, Mexican, South Indian, Thai",600,Sample Review Text...,5,Buffet,Bengaluru
"Address_526, Bangalore",KFC,Yes,No,2.9,1557,080-7512001,Koramangala,Quick Service Restaurant,Steak,Fast Food,2500,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_558, Bangalore",Nandhana Palace,Yes,No,3.4,827,080-6827390,Jayanagar,Casual Dining,Sushi,"Italian, Mexican",2500,Sample Review Text...,2,Cafes,Bengaluru
"Address_173, Bangalore",Pizza Hut,Yes,No,3.7,315,080-5280137,Marathahalli,Bakery,Pizza,"Continental, Desserts, Mexican, North Indian, Thai",600,Sample Review Text...,5,Buffet,Bengaluru
"Address_587, Bangalore",Resto_587,No,Yes,4.5,2740,080-2817783,Indiranagar,Quick Service Restaurant,Steak,"Beverages, Desserts, Fast Food, North Indian",400,Sample Review Text...,4,Cafes,Bengaluru
"Address_437, Bangalore",KFC,Yes,No,2.4,1728,080-8541631,Koramangala,Casual Dining,Burgers,"Desserts, South Indian",2000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_331, Bangalore",Resto_331,No,No,4.4,2920,080-6207508,Indiranagar,Bar,Salad,"Chinese, Fast Food, Mexican, South Indian",2000,Sample Review Text...,4,Cafes,Bengaluru
"Address_430, Bangalore",Pizza Hut,Yes,Yes,4.3,1270,080-8473283,Jayanagar,Quick Service Restaurant,Steak,Thai,2500,Sample Review Text...,1,Cafes,Bengaluru
"Address_342, Bangalore",Empire Restaurant,No,No,3.4,1357,080-5369510,MG Road,Quick Service Restaurant,Biryani,"Continental, North Indian, South Indian",3000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_300, Bangalore",Resto_300,No,Yes,3.4,811,080-6425946,Marathahalli,Bakery,Pizza,"Beverages, Chinese, Fast Food, Italian, North Indian",1000,Sample Review Text...,5,Delivery,Bengaluru
"Address_7, Bangalore",Onesta,Yes,No,4.2,2079,080-9897858,Indiranagar,Bar,Biryani,"Beverages, Italian, South Indian",1200,Sample Review Text...,3,Buffet,Bengaluru
"Address_64, Bangalore",Pizza Hut,Yes,No,3.3,967,080-3049499,JP Nagar,Casual Dining,Salad,"Beverages, North Indian, Thai",1500,Sample Review Text...,3,Delivery,Bengaluru
"Address_479, Bangalore",McDonald's,No,No,2.3,172,080-4575870,Marathahalli,Cafe,Burgers,Italian,800,Sample Review Text...,1,Cafes,Bengaluru
"Address_727, Bangalore",Leon Grill,No,No,3.5,1368,080-8017399,Marathahalli,Fine Dining,Steak,"Chinese, Mexican",3000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_481, Bangalore",Resto_481,No,Yes,2.6,1163,080-3954088,Jayanagar,Cafe,Dosa,"Italian, South Indian, Thai",600,Sample Review Text...,3,Delivery,Bengaluru
"Address_978, Bangalore",Resto_978,Yes,Yes,3.5,669,080-9611651,Koramangala,Bakery,Sushi,Italian,1500,Sample Review Text...,1,Dine-out,Bengaluru
"Address_323, Bangalore",Resto_323,No,No,2.9,2075,080-1488508,JP Nagar,Bar,Pasta,Chinese,1200,Sample Review Text...,1,Dine-out,Bengaluru
"Address_904, Bangalore",Resto_904,No,Yes,2.2,1362,080-6075879,JP Nagar,Pub,Burgers,"Desserts, Mexican",1500,Sample Review Text...,2,Cafes,Bengaluru
"Address_444, Bangalore",Nandhana Palace,Yes,Yes,2.3,841,080-7102492,JP Nagar,Cafe,Sushi,"Beverages, Desserts, Fast Food",400,Sample Review Text...,3,Dine-out,Bengaluru
"Address_200, Bangalore",Empire Restaurant,No,Yes,2.4,2408,080-8936405,Indiranagar,Casual Dining,Biryani,"Chinese, Continental, Italian, South Indian, Thai",1500,Sample Review Text...,5,Dine-out,Bengaluru
"Address_928, Bangalore",Pizza Hut,Yes,No,3.5,1176,080-9885085,Jayanagar,Quick Service Restaurant,Pizza,"Mexican, North Indian, South Indian",2000,Sample Review Text...,3,Buffet,Bengaluru
"Address_683, Bangalore",Pizza Hut,Yes,Yes,3.5,2957,080-2603174,MG Road,Casual Dining,Steak,Beverages,3000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_868, Bangalore",Burger King,Yes,Yes,2.8,307,080-3442155,MG Road,Pub,Biryani,Mexican,400,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_275, Bangalore",Resto_275,Yes,No,2.8,1095,080-1387572,MG Road,Quick Service Restaurant,Pasta,"Beverages, Desserts, Italian, Thai",600,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_303, Bangalore",KFC,Yes,No,3.8,578,080-5551347,Koramangala,Bakery,Biryani,"Beverages, Chinese, Continental, Fast Food, North Indian",1000,Sample Review Text...,5,Cafes,Bengaluru
"Address_324, Bangalore",Resto_324,No,No,4.3,2644,080-7944979,Jayanagar,Bakery,Biryani,"Beverages, Desserts",1000,Sample Review Text...,2,Buffet,Bengaluru
"Address_766, Bangalore",Resto_766,No,No,3.5,1496,080-8674459,MG Road,Fine Dining,Pizza,Beverages,600,Sample Review Text...,1,Delivery,Bengaluru
"Address_468, Bangalore",KFC,No,Yes,2.1,1151,080-4710242,JP Nagar,Cafe,Burgers,Fast Food,1000,Sample Review Text...,1,Cafes,Bengaluru
"Address_561, Bangalore",Pizza Hut,No,Yes,2.8,487,080-3485367,Jayanagar,Cafe,Dosa,Beverages,800,Sample Review Text...,1,Dine-out,Bengaluru
"Address_493, Bangalore",Onesta,No,Yes,4,727,080-4909752,Koramangala,Bar,Dosa,"Beverages, Chinese, Desserts, North Indian, South Indian",1500,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_575, Bangalore",Empire Restaurant,Yes,Yes,4,1546,080-3653705,Koramangala,Fine Dining,Biryani,"Chinese, Fast Food, North Indian, Thai",3000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_778, Bangalore",McDonald's,No,No,2.5,2047,080-2699501,Indiranagar,Quick Service Restaurant,Pizza,"Beverages, Fast Food, Italian",1200,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_34, Bangalore",Resto_34,Yes,Yes,2.6,83,080-8801975,Jayanagar,Cafe,Dosa,"Chinese, Desserts",3000,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_267, Bangalore",Resto_267,Yes,No,2.6,1022,080-9265544,JP Nagar,Cafe,Biryani,Chinese,400,Sample Review Text...,1,Buffet,Bengaluru
"Address_669, Bangalore",Pizza Hut,No,Yes,4.1,2414,080-8608923,Indiranagar,Cafe,Steak,Fast Food,3000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_431, Bangalore",Resto_431,No,Yes,4.4,2514,080-3601637,Jayanagar,Bakery,Salad,"Chinese, Italian, North Indian, Thai",800,Sample Review Text...,4,Buffet,Bengaluru
"Address_880, Bangalore",Resto_880,No,Yes,4.6,1554,080-7031754,Marathahalli,Casual Dining,Steak,"Chinese, Desserts, Italian, North Indian, Thai",1500,Sample Review Text...,5,Delivery,Bengaluru
"Address_61, Bangalore",Leon Grill,Yes,No,4.3,1498,080-5398338,Indiranagar,Bar,Steak,"Chinese, Continental, Italian, North Indian",1200,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_476, Bangalore",Empire Restaurant,No,No,2.3,50,080-8063325,Indiranagar,Pub,Salad,"Fast Food, South Indian",2500,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_15, Bangalore",Nandhana Palace,Yes,Yes,4,963,080-6307805,MG Road,Casual Dining,Dosa,"Chinese, Fast Food, Italian, North Indian, Thai",3000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_694, Bangalore",Resto_694,Yes,No,2.9,213,080-5039498,Jayanagar,Pub,Steak,"Desserts, Mexican, South Indian, Thai",2500,Sample Review Text...,4,Cafes,Bengaluru
"Address_254, Bangalore",Resto_254,Yes,No,3.5,1660,080-9081054,Koramangala,Fine Dining,Pasta,"Chinese, Desserts, Italian",3000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_126, Bangalore",Leon Grill,No,Yes,3.6,2166,080-8115687,Jayanagar,Fine Dining,Steak,"Fast Food, North Indian",1000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_631, Bangalore",Onesta,Yes,No,4.4,393,080-8054914,Jayanagar,Pub,Steak,"Beverages, Fast Food, Italian, Thai",1200,Sample Review Text...,4,Cafes,Bengaluru
"Address_936, Bangalore",Nandhana Palace,Yes,Yes,2.8,1749,080-1358384,unknown,Quick Service Restaurant,Dosa,"Beverages, North Indian, South Indian, Thai",400,Sample Review Text...,4,Dine-out,Bengaluru
"Address_597, Bangalore",Burger King,Yes,No,3.5,1096,080-7281485,Whitefield,Quick Service Restaurant,Sushi,"Beverages, Italian, Mexican, North Indian",200,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_872, Bangalore",Leon Grill,Yes,No,2.6,2594,080-8702071,JP Nagar,Cafe,Sushi,"Beverages, Italian, Mexican, Thai",1000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_775, Bangalore",Burger King,No,Yes,4.4,1998,080-2970875,MG Road,Pub,Burgers,"Chinese, Continental, Mexican, North Indian, Thai",400,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_67, Bangalore",Nandhana Palace,Yes,No,3,2431,080-9035982,Indiranagar,Bakery,Steak,"Continental, Fast Food, Italian, North Indian, Thai",200,Sample Review Text...,5,Cafes,Bengaluru
"Address_707, Bangalore",McDonald's,Yes,Yes,2.9,1912,080-8297560,Jayanagar,Bar,Steak,Desserts,3000,Sample Review Text...,1,Cafes,Bengaluru
"Address_40, Bangalore",McDonald's,No,No,2.7,2954,080-9123504,HSR Layout,Quick Service Restaurant,Dosa,Beverages,600,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_221, Bangalore",Leon Grill,No,No,4.8,1098,080-5560602,Indiranagar,Quick Service Restaurant,Steak,"Chinese, Mexican, South Indian",1500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_333, Bangalore",Leon Grill,No,No,2.4,421,080-6068701,MG Road,Bar,Salad,Thai,2500,Sample Review Text...,1,Cafes,Bengaluru
"Address_954, Bangalore",Resto_954,Yes,No,4.7,855,080-2714223,JP Nagar,Cafe,Pizza,"Beverages, Chinese, Continental, Italian, Thai",800,Sample Review Text...,5,Delivery,Bengaluru
"Address_738, Bangalore",Nandhana Palace,Yes,No,2.7,1048,080-5458768,Jayanagar,Fine Dining,Dosa,"Desserts, Italian",600,Sample Review Text...,2,Delivery,Bengaluru
"Address_820, Bangalore",McDonald's,Yes,Yes,4.8,1887,080-3327250,JP Nagar,Bar,Burgers,Fast Food,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_202, Bangalore",Resto_202,No,No,3.2,2644,080-1942977,Indiranagar,Cafe,Pasta,"Beverages, Desserts, Italian, Mexican",2500,Sample Review Text...,4,Delivery,Bengaluru
"Address_653, Bangalore",Onesta,No,Yes,2.4,2133,080-8386629,HSR Layout,Quick Service Restaurant,Salad,"Beverages, Chinese, Desserts, Italian, Thai",200,Sample Review Text...,5,Delivery,Bengaluru
"Address_88, Bangalore",Resto_88,No,Yes,2.2,919,080-5813037,Koramangala,Quick Service Restaurant,Salad,Thai,600,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_819, Bangalore",Nandhana Palace,Yes,Yes,2.3,304,080-2466111,Jayanagar,Quick Service Restaurant,Pizza,South Indian,3000,Sample Review Text...,1,Delivery,Bengaluru
"Address_375, Bangalore",Leon Grill,No,No,4.1,87,080-9717785,Whitefield,Cafe,Sushi,North Indian,800,Sample Review Text...,1,Cafes,Bengaluru
"Address_672, Bangalore",Resto_672,Yes,Yes,2.1,2211,080-8462919,HSR Layout,Casual Dining,Pasta,"Italian, North Indian, South Indian, Thai",3000,Sample Review Text...,4,Cafes,Bengaluru
"Address_264, Bangalore",Pizza Hut,Yes,Yes,3.2,19,080-2963085,Whitefield,Cafe,Dosa,"Beverages, Chinese, Continental, Fast Food",1000,Sample Review Text...,4,Buffet,Bengaluru
"Address_285, Bangalore",Empire Restaurant,Yes,No,2.9,1476,080-3807840,Koramangala,Bar,Dosa,"Chinese, Italian",1500,Sample Review Text...,2,Buffet,Bengaluru
"Address_464, Bangalore",Resto_464,No,No,2.5,246,080-9561890,Marathahalli,Quick Service Restaurant,Dosa,"Beverages, Continental, Desserts, Mexican, Thai",800,Sample Review Text...,5,Delivery,Bengaluru
"Address_935, Bangalore",Resto_935,Yes,Yes,3.5,1025,080-9213276,HSR Layout,Casual Dining,Burgers,"Beverages, Continental, South Indian, Thai",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_675, Bangalore",Resto_675,No,Yes,2.8,620,080-2488335,Marathahalli,Bar,Burgers,"Continental, Desserts",600,Sample Review Text...,2,Delivery,Bengaluru
"Address_828, Bangalore",Leon Grill,No,No,3.4,2964,080-6423780,Marathahalli,Bakery,Salad,"Desserts, Fast Food, North Indian, South Indian",400,Sample Review Text...,4,Buffet,Bengaluru
"Address_436, Bangalore",Resto_436,Yes,Yes,3.5,65,080-5056398,HSR Layout,Bar,Steak,Italian,2000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_933, Bangalore",Onesta,Yes,No,2,312,080-7918250,Indiranagar,Pub,Pizza,"Italian, Mexican",200,Sample Review Text...,2,Delivery,Bengaluru
"Address_119, Bangalore",Onesta,Yes,No,4.3,1354,080-4240708,Jayanagar,Fine Dining,Pasta,"Continental, North Indian, South Indian, Thai",1200,Sample Review Text...,4,Buffet,Bengaluru
"Address_397, Bangalore",Resto_397,Yes,Yes,3.5,815,080-5579723,JP Nagar,Cafe,Steak,"Chinese, Desserts, Fast Food, Italian, Mexican",2000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_942, Bangalore",Nandhana Palace,No,Yes,3,557,080-2499599,Jayanagar,Casual Dining,Pasta,"Desserts, Italian, Mexican, South Indian",800,Sample Review Text...,4,Buffet,Bengaluru
"Address_786, Bangalore",Leon Grill,No,Yes,2.9,2855,080-6275739,Whitefield,Quick Service Restaurant,Biryani,"Beverages, Fast Food",1500,Sample Review Text...,2,Buffet,Bengaluru
"Address_507, Bangalore",Resto_507,Yes,No,2.6,1539,080-8444490,HSR Layout,Fine Dining,Sushi,Italian,3000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_632, Bangalore",Resto_632,Yes,No,3.5,575,080-5921482,Whitefield,Bar,Biryani,"Beverages, Fast Food",1200,Sample Review Text...,2,Cafes,Bengaluru
"Address_374, Bangalore",Resto_374,Yes,No,2.2,674,080-1380679,Whitefield,Casual Dining,Dosa,"Desserts, South Indian",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_635, Bangalore",Leon Grill,No,No,4.7,1986,080-3030620,HSR Layout,Casual Dining,Pizza,North Indian,600,Sample Review Text...,1,Dine-out,Bengaluru
"Address_762, Bangalore",KFC,Yes,Yes,4.3,584,080-2765436,HSR Layout,Fine Dining,Burgers,Chinese,1500,Sample Review Text...,1,Dine-out,Bengaluru
"Address_72, Bangalore",Resto_72,No,Yes,3.7,1757,080-6889195,Koramangala,Pub,Biryani,"Continental, North Indian, South Indian",1000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_62, Bangalore",Nandhana Palace,Yes,No,3.5,2299,080-2957497,JP Nagar,Pub,Pasta,"Chinese, Desserts",1000,Sample Review Text...,2,Delivery,Bengaluru
"Address_717, Bangalore",Resto_717,No,Yes,3.4,1503,080-1394773,Koramangala,Pub,Dosa,"Continental, Mexican, Thai",1000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_326, Bangalore",Resto_326,No,No,2.8,355,080-2882928,Marathahalli,Cafe,Sushi,"Continental, Desserts, Italian",2500,Sample Review Text...,3,Delivery,Bengaluru
"Address_172, Bangalore",Leon Grill,Yes,Yes,4,671,080-2980663,Marathahalli,Quick Service Restaurant,Biryani,"Beverages, Chinese, Continental, Desserts, South Indian",1000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_979, Bangalore",McDonald's,No,Yes,3.3,2735,080-3363089,Whitefield,Quick Service Restaurant,Steak,"Fast Food, North Indian, South Indian",3000,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_283, Bangalore",Onesta,No,No,2.1,328,080-5195637,Jayanagar,Casual Dining,Steak,"Chinese, Desserts, Mexican",600,Sample Review Text...,3,Delivery,Bengaluru
"Address_712, Bangalore",Burger King,No,Yes,3.9,2402,080-7680364,Koramangala,Cafe,Pizza,"Fast Food, Italian, Mexican, South Indian, Thai",2500,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_274, Bangalore",Resto_274,No,No,3.1,1173,080-7790959,Marathahalli,Fine Dining,Pizza,"South Indian, Thai",1500,Sample Review Text...,2,Delivery,Bengaluru
"Address_425, Bangalore",McDonald's,No,Yes,4.7,2607,080-8889444,Marathahalli,Casual Dining,Dosa,"North Indian, South Indian",800,Sample Review Text...,2,Dine-out,Bengaluru
"Address_898, Bangalore",Leon Grill,No,No,3,1517,080-7800102,Indiranagar,Quick Service Restaurant,Steak,"Desserts, Fast Food",1500,Sample Review Text...,2,Dine-out,Bengaluru
"Address_946, Bangalore",Burger King,No,Yes,3.5,200,080-9655209,Koramangala,Fine Dining,Dosa,"Italian, Mexican, Thai",1200,Sample Review Text...,3,Buffet,Bengaluru
"Address_82, Bangalore",Onesta,Yes,No,2.8,1674,080-5767195,JP Nagar,Fine Dining,Dosa,"Chinese, Fast Food, North Indian, South Indian, Thai",2500,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_280, Bangalore",Burger King,No,Yes,4.1,1596,080-5561139,MG Road,Cafe,Dosa,"Chinese, Italian, Mexican",2500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_943, Bangalore",Burger King,Yes,No,4,1383,080-1509145,Koramangala,Casual Dining,Pizza,North Indian,200,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_661, Bangalore",Resto_661,No,Yes,2.7,1334,080-7044611,JP Nagar,Bar,Sushi,"Chinese, Continental, Fast Food, Mexican",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_726, Bangalore",KFC,No,No,3.1,432,080-5803038,JP Nagar,Pub,Salad,"Beverages, Desserts, Fast Food, Italian, Mexican",2000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_613, Bangalore",Resto_613,No,Yes,4.5,1063,080-7367900,Koramangala,Casual Dining,Dosa,Continental,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_153, Bangalore",Empire Restaurant,Yes,Yes,4,256,080-9212178,Indiranagar,Bar,Sushi,"Beverages, Chinese, Italian, South Indian, Thai",400,Sample Review Text...,5,Buffet,Bengaluru
"Address_269, Bangalore",Onesta,Yes,No,4,715,080-2690268,Marathahalli,Casual Dining,Sushi,"Beverages, Desserts, Fast Food, North Indian, Thai",800,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_855, Bangalore",KFC,Yes,Yes,4.7,2846,080-1521728,Whitefield,Cafe,Dosa,"Chinese, Continental, Italian, Mexican",1000,Sample Review Text...,4,Delivery,Bengaluru
"Address_423, Bangalore",Burger King,No,No,2.4,2291,080-6690441,Koramangala,Pub,Salad,"Continental, South Indian",2500,Sample Review Text...,2,Dine-out,Bengaluru
"Address_595, Bangalore",Resto_595,No,No,4.7,406,080-7900127,Indiranagar,Bar,Pizza,Chinese,200,Sample Review Text...,1,Cafes,Bengaluru
"Address_701, Bangalore",Leon Grill,No,Yes,2.1,2492,080-6728622,HSR Layout,Fine Dining,Salad,"Beverages, Fast Food, Mexican, North Indian, South Indian",2500,Sample Review Text...,5,Buffet,Bengaluru
"Address_839, Bangalore",Resto_839,No,No,3.6,366,080-1406431,HSR Layout,Bakery,Biryani,"Chinese, Continental",1000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_500, Bangalore",Nandhana Palace,Yes,No,4.2,689,080-3985341,Indiranagar,Fine Dining,Burgers,Continental,600,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_611, Bangalore",Resto_611,No,Yes,3.2,1232,080-7598940,Whitefield,Quick Service Restaurant,Dosa,"Chinese, Mexican, Thai",2000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_141, Bangalore",Leon Grill,Yes,No,3.5,1790,080-7655572,HSR Layout,Bar,Sushi,Thai,3000,Sample Review Text...,1,Delivery,Bengaluru
"Address_557, Bangalore",McDonald's,No,Yes,2.6,1573,080-4194945,Indiranagar,Casual Dining,Burgers,"Chinese, Fast Food",200,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_887, Bangalore",Burger King,No,No,3.7,1659,080-7165648,Whitefield,Pub,Dosa,"Beverages, Chinese, Desserts, South Indian",200,Sample Review Text...,4,Delivery,Bengaluru
"Address_406, Bangalore",Nandhana Palace,No,No,3.5,2175,080-6031638,Marathahalli,Bakery,Steak,"Chinese, Thai",1000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_218, Bangalore",Nandhana Palace,No,Yes,3.4,2494,080-1661118,HSR Layout,Bar,Salad,"Beverages, Italian, Thai",1500,Sample Review Text...,3,Dine-out,Bengaluru
"Address_645, Bangalore",Leon Grill,Yes,No,3.1,290,080-6551912,Indiranagar,Cafe,Biryani,"Beverages, Chinese, Continental, Desserts, Italian",200,Sample Review Text...,5,Dine-out,Bengaluru
"Address_209, Bangalore",KFC,No,Yes,3.9,1948,080-3146546,JP Nagar,Pub,Dosa,"Beverages, Fast Food, South Indian",1000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_844, Bangalore",Pizza Hut,Yes,No,2.2,2564,080-4035319,HSR Layout,Pub,Sushi,"Beverages, Italian, North Indian",1000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_392, Bangalore",Resto_392,Yes,Yes,4.7,2374,080-2662717,JP Nagar,Quick Service Restaurant,Biryani,"Beverages, Italian",2500,Sample Review Text...,2,Buffet,Bengaluru
"Address_550, Bangalore",KFC,Yes,Yes,2.4,1724,080-9205196,JP Nagar,Casual Dining,Salad,"Desserts, Italian",1000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_459, Bangalore",Burger King,Yes,No,2.1,1790,080-2527147,Jayanagar,Bakery,Pizza,Beverages,1200,Sample Review Text...,1,Delivery,Bengaluru
"Address_948, Bangalore",Onesta,Yes,No,3.2,2515,080-5493117,Marathahalli,Pub,Biryani,"Beverages, North Indian, South Indian",600,Sample Review Text...,3,Delivery,Bengaluru
"Address_226, Bangalore",Nandhana Palace,No,Yes,3.3,1396,080-8937865,JP Nagar,Bar,Sushi,Italian,2000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_532, Bangalore",Burger King,Yes,No,2.3,1624,080-8467845,Marathahalli,Quick Service Restaurant,Sushi,"Beverages, Chinese, Italian, Mexican, South Indian",1500,Sample Review Text...,5,Delivery,Bengaluru
